"year"	"field"	"gender"	"count"	"total"
"1951"	"Anthropology"	"Female"	115	384352
"1951"	"Anthropology"	"Male"	140	384352
"1951"	"Area and Ethnic Studies"	"Female"	0	384352
"1951"	"Area and Ethnic Studies"	"Male"	0	384352
"1951"	"Area Studies"	"Female"	0	384352
"1951"	"Area Studies"	"Male"	0	384352
"1951"	"Art, General"	"Female"	3119	384352
"1951"	"Art, General"	"Male"	2487	384352
"1951"	"Art/Architecture"	"Female"	88	384352
"1951"	"Art/Architecture"	"Male"	2556	384352
"1951"	"Arts"	"Female"	0	384352
"1951"	"Arts"	"Male"	0	384352
"1951"	"Arts and Music"	"Female"	6013	384352
"1951"	"Arts and Music"	"Male"	5994	384352
"1951"	"Business"	"Female"	5917	384352
"1951"	"Business"	"Male"	52320	384352
"1951"	"Communication and Librarianship"	"Female"	0	384352
"1951"	"Communication and Librarianship"	"Male"	0	384352
"1951"	"Communication and Library Science"	"Female"	1672	384352
"1951"	"Communication and Library Science"	"Male"	2820	384352
"1951"	"Computer Science"	"Female"	0	384352
"1951"	"Computer Science"	"Male"	0	384352
"1951"	"Economics"	"Female"	905	384352
"1951"	"Economics"	"Male"	9579	384352
"1951"	"Education"	"Female"	36161	384352
"1951"	"Education"	"Male"	28499	384352
"1951"	"Engineering"	"Female"	176	384352
"1951"	"Engineering"	"Male"	83172	384352
"1951"	"English and Literature"	"Female"	8676	384352
"1951"	"English and Literature"	"Male"	6829	384352
"1951"	"Foreign Language and Literature, Other"	"Female"	0	384352
"1951"	"Foreign Language and Literature, Other"	"Male"	0	384352
"1951"	"Foreign Languages"	"Female"	2794	384352
"1951"	"Foreign Languages"	"Male"	1734	384352
"1951"	"Health Professions"	"Female"	0	384352
"1951"	"Health Professions"	"Male"	0	384352
"1951"	"History"	"Female"	3321	384352
"1951"	"History"	"Male"	9000	384352
"1951"	"Humanities, Other"	"Female"	194	384352
"1951"	"Humanities, Other"	"Male"	474	384352
"1951"	"Latin, Classical Greek"	"Female"	194	384352
"1951"	"Latin, Classical Greek"	"Male"	474	384352
"1951"	"Life Sciences"	"Female"	1164	384352
"1951"	"Life Sciences"	"Male"	3338	384352
"1951"	"Math"	"Female"	0	384352
"1951"	"Math"	"Male"	0	384352
"1951"	"Mathematics"	"Female"	1442	384352
"1951"	"Mathematics"	"Male"	4311	384352
"1951"	"Medicine"	"Female"	4877	384352
"1951"	"Medicine"	"Male"	15989	384352
"1951"	"Other/Unknown"	"Female"	3946	384352
"1951"	"Other/Unknown"	"Male"	23747	384352
"1951"	"Philosophy"	"Female"	642	384352
"1951"	"Philosophy"	"Male"	4666	384352
"1951"	"Physical Sciences"	"Female"	3490	384352
"1951"	"Physical Sciences"	"Male"	19201	384352
"1951"	"Political Science and Public Administration"	"Female"	902	384352
"1951"	"Political Science and Public Administration"	"Male"	5057	384352
"1951"	"Psychology"	"Female"	2983	384352
"1951"	"Psychology"	"Male"	4836	384352
"1951"	"Religion"	"Female"	135	384352
"1951"	"Religion"	"Male"	3329	384352
"1951"	"Sciences, General Program"	"Female"	725	384352
"1951"	"Sciences, General Program"	"Male"	4603	384352
"1951"	"Sciences, Other"	"Female"	291	384352
"1951"	"Sciences, Other"	"Male"	1333	384352
"1951"	"Social Sciences"	"Female"	0	384352
"1951"	"Social Sciences"	"Male"	0	384352
"1951"	"Social Sciences, Other"	"Female"	2543	384352
"1951"	"Social Sciences, Other"	"Male"	5948	384352
"1951"	"Social Service Professions"	"Female"	689	384352
"1951"	"Social Service Professions"	"Male"	348	384352
"1951"	"Sociology"	"Female"	3925	384352
"1951"	"Sociology"	"Male"	3395	384352
"1951"	"Vocational Studies and Home Economics"	"Female"	7924	384352
"1951"	"Vocational Studies and Home Economics"	"Male"	3373	384352
"1951"	"Zoology, General"	"Female"	566	384352
"1951"	"Zoology, General"	"Male"	2101	384352
"1952"	"???? Es"	"Female"	0	331921
"1952"	"???? Es"	"Male"	0	331921
"1952"	"???? Therapy"	"Female"	0	331921
"1952"	"???? Therapy"	"Male"	0	331921
"1952"	"Agriculture"	"Female"	288	331921
"1952"	"Agriculture"	"Male"	18902	331921
"1952"	"Anthropology"	"Female"	129	331921
"1952"	"Anthropology"	"Male"	128	331921
"1952"	"Area and Ethnic Studies"	"Female"	0	331921
"1952"	"Area and Ethnic Studies"	"Male"	0	331921
"1952"	"Area Studies"	"Female"	0	331921
"1952"	"Area Studies"	"Male"	0	331921
"1952"	"Art, General"	"Female"	0	331921
"1952"	"Art, General"	"Male"	0	331921
"1952"	"Art/Architecture"	"Female"	112	331921
"1952"	"Art/Architecture"	"Male"	2098	331921
"1952"	"Arts"	"Female"	0	331921
"1952"	"Arts"	"Male"	0	331921
"1952"	"Arts and Music"	"Female"	18284	331921
"1952"	"Arts and Music"	"Male"	18700	331921
"1952"	"Business"	"Female"	5623	331921
"1952"	"Business"	"Male"	41060	331921
"1952"	"Communication and Librarianship"	"Female"	0	331921
"1952"	"Communication and Librarianship"	"Male"	0	331921
"1952"	"Communication and Library Science"	"Female"	1357	331921
"1952"	"Communication and Library Science"	"Male"	2044	331921
"1952"	"Computer Science"	"Female"	0	331921
"1952"	"Computer Science"	"Male"	0	331921
"1952"	"Economics"	"Female"	1075	331921
"1952"	"Economics"	"Male"	7520	331921
"1952"	"Education"	"Female"	77585	331921
"1952"	"Education"	"Male"	48436	331921
"1952"	"Engineering"	"Female"	120	331921
"1952"	"Engineering"	"Male"	61238	331921
"1952"	"English and Literature"	"Female"	8282	331921
"1952"	"English and Literature"	"Male"	5805	331921
"1952"	"Foreign Language and Literature, Other"	"Female"	0	331921
"1952"	"Foreign Language and Literature, Other"	"Male"	0	331921
"1952"	"Foreign Languages"	"Female"	2701	331921
"1952"	"Foreign Languages"	"Male"	1321	331921
"1952"	"Health Professions"	"Female"	5949	331921
"1952"	"Health Professions"	"Male"	17714	331921
"1952"	"History"	"Female"	2931	331921
"1952"	"History"	"Male"	7285	331921
"1952"	"Humanities, Other"	"Female"	207	331921
"1952"	"Humanities, Other"	"Male"	476	331921
"1952"	"Latin, Classical Greek"	"Female"	207	331921
"1952"	"Latin, Classical Greek"	"Male"	476	331921
"1952"	"Life Sciences"	"Female"	4091	331921
"1952"	"Life Sciences"	"Male"	11183	331921
"1952"	"Math"	"Female"	1332	331921
"1952"	"Math"	"Male"	3389	331921
"1952"	"Mathematics"	"Female"	0	331921
"1952"	"Mathematics"	"Male"	0	331921
"1952"	"Medicine"	"Female"	5197	331921
"1952"	"Medicine"	"Male"	15729	331921
"1952"	"Other/Unknown"	"Female"	3280	331921
"1952"	"Other/Unknown"	"Male"	19770	331921
"1952"	"Philosophy"	"Female"	594	331921
"1952"	"Philosophy"	"Male"	4248	331921
"1952"	"Physical Sciences"	"Female"	4707	331921
"1952"	"Physical Sciences"	"Male"	27144	331921
"1952"	"Political Science and Public Administration"	"Female"	932	331921
"1952"	"Political Science and Public Administration"	"Male"	4290	331921
"1952"	"Psychology"	"Female"	2839	331921
"1952"	"Psychology"	"Male"	3783	331921
"1952"	"Religion"	"Female"	165	331921
"1952"	"Religion"	"Male"	4043	331921
"1952"	"Sciences, General Program"	"Female"	740	331921
"1952"	"Sciences, General Program"	"Male"	3700	331921
"1952"	"Sciences, Other"	"Female"	0	331921
"1952"	"Sciences, Other"	"Male"	0	331921
"1952"	"Social Sciences"	"Female"	17247	331921
"1952"	"Social Sciences"	"Male"	67703	331921
"1952"	"Social Sciences, Other"	"Female"	2248	331921
"1952"	"Social Sciences, Other"	"Male"	4626	331921
"1952"	"Social Service Professions"	"Female"	715	331921
"1952"	"Social Service Professions"	"Male"	360	331921
"1952"	"Sociology"	"Female"	3711	331921
"1952"	"Sociology"	"Male"	2986	331921
"1952"	"Vocational Studies and Home Economics"	"Female"	7652	331921
"1952"	"Vocational Studies and Home Economics"	"Male"	64	331921
"1952"	"Zoology, General"	"Female"	460	331921
"1952"	"Zoology, General"	"Male"	1574	331921
"1953"	"???? Es"	"Female"	0	304857
"1953"	"???? Es"	"Male"	0	304857
"1953"	"???? Therapy"	"Female"	0	304857
"1953"	"???? Therapy"	"Male"	0	304857
"1953"	"Agriculture"	"Female"	302	304857
"1953"	"Agriculture"	"Male"	17348	304857
"1953"	"Anthropology"	"Female"	86	304857
"1953"	"Anthropology"	"Male"	128	304857
"1953"	"Area and Ethnic Studies"	"Female"	0	304857
"1953"	"Area and Ethnic Studies"	"Male"	0	304857
"1953"	"Area Studies"	"Female"	0	304857
"1953"	"Area Studies"	"Male"	0	304857
"1953"	"Art, General"	"Female"	0	304857
"1953"	"Art, General"	"Male"	0	304857
"1953"	"Art/Architecture"	"Female"	108	304857
"1953"	"Art/Architecture"	"Male"	1937	304857
"1953"	"Arts"	"Female"	0	304857
"1953"	"Arts"	"Male"	0	304857
"1953"	"Arts and Music"	"Female"	17257	304857
"1953"	"Arts and Music"	"Male"	16677	304857
"1953"	"Business"	"Female"	5275	304857
"1953"	"Business"	"Male"	35431	304857
"1953"	"Communication and Librarianship"	"Female"	0	304857
"1953"	"Communication and Librarianship"	"Male"	0	304857
"1953"	"Communication and Library Science"	"Female"	1364	304857
"1953"	"Communication and Library Science"	"Male"	1778	304857
"1953"	"Computer Science"	"Female"	0	304857
"1953"	"Computer Science"	"Male"	0	304857
"1953"	"Economics"	"Female"	768	304857
"1953"	"Economics"	"Male"	6545	304857
"1953"	"Education"	"Female"	81832	304857
"1953"	"Education"	"Male"	41586	304857
"1953"	"Engineering"	"Female"	74	304857
"1953"	"Engineering"	"Male"	48508	304857
"1953"	"English and Literature"	"Female"	7680	304857
"1953"	"English and Literature"	"Male"	4987	304857
"1953"	"Foreign Language and Literature, Other"	"Female"	0	304857
"1953"	"Foreign Language and Literature, Other"	"Male"	0	304857
"1953"	"Foreign Languages"	"Female"	2761	304857
"1953"	"Foreign Languages"	"Male"	1738	304857
"1953"	"Health Professions"	"Female"	6166	304857
"1953"	"Health Professions"	"Male"	17944	304857
"1953"	"History"	"Female"	2863	304857
"1953"	"History"	"Male"	6713	304857
"1953"	"Humanities, Other"	"Female"	0	304857
"1953"	"Humanities, Other"	"Male"	0	304857
"1953"	"Latin, Classical Greek"	"Female"	180	304857
"1953"	"Latin, Classical Greek"	"Male"	382	304857
"1953"	"Life Sciences"	"Female"	3884	304857
"1953"	"Life Sciences"	"Male"	9920	304857
"1953"	"Math"	"Female"	1274	304857
"1953"	"Math"	"Male"	3122	304857
"1953"	"Mathematics"	"Female"	0	304857
"1953"	"Mathematics"	"Male"	0	304857
"1953"	"Medicine"	"Female"	5429	304857
"1953"	"Medicine"	"Male"	15795	304857
"1953"	"Other/Unknown"	"Female"	3459	304857
"1953"	"Other/Unknown"	"Male"	18551	304857
"1953"	"Philosophy"	"Female"	556	304857
"1953"	"Philosophy"	"Male"	4564	304857
"1953"	"Physical Sciences"	"Female"	4471	304857
"1953"	"Physical Sciences"	"Male"	22903	304857
"1953"	"Political Science and Public Administration"	"Female"	1001	304857
"1953"	"Political Science and Public Administration"	"Male"	4394	304857
"1953"	"Psychology"	"Female"	2616	304857
"1953"	"Psychology"	"Male"	3330	304857
"1953"	"Religion"	"Female"	184	304857
"1953"	"Religion"	"Male"	4316	304857
"1953"	"Sciences, General Program"	"Female"	579	304857
"1953"	"Sciences, General Program"	"Male"	2724	304857
"1953"	"Sciences, Other"	"Female"	0	304857
"1953"	"Sciences, Other"	"Male"	0	304857
"1953"	"Social Sciences"	"Female"	16074	304857
"1953"	"Social Sciences"	"Male"	59641	304857
"1953"	"Social Sciences, Other"	"Female"	2153	304857
"1953"	"Social Sciences, Other"	"Male"	3984	304857
"1953"	"Social Service Professions"	"Female"	595	304857
"1953"	"Social Service Professions"	"Male"	324	304857
"1953"	"Sociology"	"Female"	3447	304857
"1953"	"Sociology"	"Male"	2655	304857
"1953"	"Vocational Studies and Home Economics"	"Female"	7489	304857
"1953"	"Vocational Studies and Home Economics"	"Male"	28	304857
"1953"	"Zoology, General"	"Female"	426	304857
"1953"	"Zoology, General"	"Male"	1320	304857
"1954"	"???? Es"	"Female"	0	292880
"1954"	"???? Es"	"Male"	0	292880
"1954"	"???? Therapy"	"Female"	0	292880
"1954"	"???? Therapy"	"Male"	0	292880
"1954"	"Agriculture"	"Female"	290	292880
"1954"	"Agriculture"	"Male"	15374	292880
"1954"	"Anthropology"	"Female"	144	292880
"1954"	"Anthropology"	"Male"	121	292880
"1954"	"Area and Ethnic Studies"	"Female"	0	292880
"1954"	"Area and Ethnic Studies"	"Male"	0	292880
"1954"	"Area Studies"	"Female"	0	292880
"1954"	"Area Studies"	"Male"	0	292880
"1954"	"Art, General"	"Female"	0	292880
"1954"	"Art, General"	"Male"	0	292880
"1954"	"Art/Architecture"	"Female"	92	292880
"1954"	"Art/Architecture"	"Male"	1531	292880
"1954"	"Arts"	"Female"	0	292880
"1954"	"Arts"	"Male"	0	292880
"1954"	"Arts and Music"	"Female"	16717	292880
"1954"	"Arts and Music"	"Male"	15969	292880
"1954"	"Business"	"Female"	5689	292880
"1954"	"Business"	"Male"	35255	292880
"1954"	"Communication and Librarianship"	"Female"	0	292880
"1954"	"Communication and Librarianship"	"Male"	0	292880
"1954"	"Communication and Library Science"	"Female"	1981	292880
"1954"	"Communication and Library Science"	"Male"	1859	292880
"1954"	"Computer Science"	"Female"	0	292880
"1954"	"Computer Science"	"Male"	0	292880
"1954"	"Economics"	"Female"	790	292880
"1954"	"Economics"	"Male"	5938	292880
"1954"	"Education"	"Female"	80722	292880
"1954"	"Education"	"Male"	33363	292880
"1954"	"Engineering"	"Female"	65	292880
"1954"	"Engineering"	"Male"	22297	292880
"1954"	"English and Literature"	"Female"	7837	292880
"1954"	"English and Literature"	"Male"	4729	292880
"1954"	"Foreign Language and Literature, Other"	"Female"	0	292880
"1954"	"Foreign Language and Literature, Other"	"Male"	0	292880
"1954"	"Foreign Languages"	"Female"	2324	292880
"1954"	"Foreign Languages"	"Male"	1247	292880
"1954"	"Health Professions"	"Female"	7158	292880
"1954"	"Health Professions"	"Male"	16458	292880
"1954"	"History"	"Female"	2967	292880
"1954"	"History"	"Male"	6418	292880
"1954"	"Humanities, Other"	"Female"	173	292880
"1954"	"Humanities, Other"	"Male"	398	292880
"1954"	"Latin, Classical Greek"	"Female"	173	292880
"1954"	"Latin, Classical Greek"	"Male"	398	292880
"1954"	"Life Sciences"	"Female"	4010	292880
"1954"	"Life Sciences"	"Male"	8541	292880
"1954"	"Math"	"Female"	1368	292880
"1954"	"Math"	"Male"	2722	292880
"1954"	"Mathematics"	"Female"	0	292880
"1954"	"Mathematics"	"Male"	0	292880
"1954"	"Medicine"	"Female"	6135	292880
"1954"	"Medicine"	"Male"	15435	292880
"1954"	"Other/Unknown"	"Female"	2491	292880
"1954"	"Other/Unknown"	"Male"	16402	292880
"1954"	"Philosophy"	"Female"	526	292880
"1954"	"Philosophy"	"Male"	3164	292880
"1954"	"Physical Sciences"	"Female"	4387	292880
"1954"	"Physical Sciences"	"Male"	21871	292880
"1954"	"Political Science and Public Administration"	"Female"	1050	292880
"1954"	"Political Science and Public Administration"	"Male"	4665	292880
"1954"	"Psychology"	"Female"	2673	292880
"1954"	"Psychology"	"Male"	3085	292880
"1954"	"Religion"	"Female"	119	292880
